"","propertyToResolve","resolveTo","uid","format.status.","format.Exiftool.7.74.","format.Jhove.1.5.","format.file.utility.5.03.","format.Droid.3.0.","format.NLNZ.Metadata.Extractor.3.4GA.","format.ffident.0.2.","format.OIS.XML.Metadata.0.2.","mimetype.status.","mimetype.Exiftool.7.74.","mimetype.Jhove.1.5.","mimetype.file.utility.5.03.","mimetype.Droid.3.0.","mimetype.NLNZ.Metadata.Extractor.3.4GA.","mimetype.ffident.0.2.","mimetype.OIS.XML.Metadata.0.2.","puid.status.","puid.Droid.3.0.","format_version.status.","format_version.Exiftool.7.74.","format_version.Jhove.1.5.","format_version.file.utility.5.03.","format_version.Droid.3.0.","format_version.NLNZ.Metadata.Extractor.3.4GA.","size.status.","lastmodified.status.","lastmodified.Exiftool.7.74.","file_path.status.","file_path.OIS.File.Information.0.1.","file_name.status.","file_name.OIS.File.Information.0.1.","checksum_md5.status.","checksum_md5.OIS.File.Information.0.1.","created.status.","created.Exiftool.7.74.","created.NLNZ.Metadata.Extractor.3.4GA.","lastmodified_fs.status.","lastmodified_fs.OIS.File.Information.0.1.","creating_application_name.status.","creating_application_name.Exiftool.7.74.","creating_application_name.NLNZ.Metadata.Extractor.3.4GA.","wellformed.status.","valid.status.","message.status.","message.Jhove.1.5.","created_year.status.","created_year.C3PO.0.6.","markupbasis.status.","markupbasis.Jhove.1.5.","markupBasisVersion.status.","markupBasisVersion.Jhove.1.5.","pagecount.status.","is_rightsmanaged.status.","is_protected.status.","content_type.status.","content_type.C3PO.0.6.","file_extension.status.","file_extension.C3PO.0.6.","charset.status.","charset.Exiftool.7.74.","charset.Jhove.1.5.","charset.file.utility.5.03.","charset.NLNZ.Metadata.Extractor.3.4GA.","linebreak.status.","linebreak.Jhove.1.5.","linebreak.file.utility.5.03.","title.status.","title.Exiftool.7.74.","title.NLNZ.Metadata.Extractor.3.4GA.","author.status.","author.Exiftool.7.74.","author.NLNZ.Metadata.Extractor.3.4GA.","creating_application_version.status.","creating_application_version.Exiftool.7.74.","wordcount.status.","charactercount.status.","language.status.","language.NLNZ.Metadata.Extractor.3.4GA.","creating_os.status.","creating_os.file.utility.5.03.","scanner_softwarename.status.","scanner_softwarename.Exiftool.7.74."
"115","format","Hypertext Markup Language","/home/petrov/taverna/tmp/879/879886.html","CONFLICT","Hypertext Markup Language","HTML Transitional","","Hypertext Markup Language","Hypertext Markup Language","Hypertext Markup Language","","CONFLICT","text/html","text/html","","text/html","text/html","text/html","","CONFLICT","fmt/99","CONFLICT","","HTML 4.0","","4","","","SINGLE_RESULT","Fri Jan 27 16:39:14 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/879/879886.html","SINGLE_RESULT","/home/petrov/taverna/tmp/879/879886.html","SINGLE_RESULT","4047581ce3f0334ba224e69bfaa11c10","","","","SINGLE_RESULT","Fri Jan 27 16:39:14 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.0","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"116","format","Hypertext Markup Language","/home/petrov/taverna/tmp/879/879565.html","CONFLICT","Hypertext Markup Language","HTML Transitional","","Hypertext Markup Language","Hypertext Markup Language","Hypertext Markup Language","","CONFLICT","text/html","text/html","","text/html","text/html","text/html","","CONFLICT","fmt/99","CONFLICT","","HTML 4.0","","4","","","SINGLE_RESULT","Fri Jan 27 16:39:24 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/879/879565.html","SINGLE_RESULT","/home/petrov/taverna/tmp/879/879565.html","SINGLE_RESULT","8e579db3cc85314b5d3c9543f4a6d8dd","","","","SINGLE_RESULT","Fri Jan 27 16:39:24 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.0","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"117","format","Hypertext Markup Language","/home/petrov/taverna/tmp/861/861234.html","CONFLICT","Hypertext Markup Language","HTML Transitional","","Hypertext Markup Language","Hypertext Markup Language","Hypertext Markup Language","","CONFLICT","text/html","text/html","","text/html","text/html","text/html","","CONFLICT","fmt/99","CONFLICT","","HTML 4.0","","4","","","SINGLE_RESULT","Thu Jan 26 23:10:55 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/861/861234.html","SINGLE_RESULT","/home/petrov/taverna/tmp/861/861234.html","SINGLE_RESULT","dbe0ce656ef68b326776e4f47cba6349","","","","SINGLE_RESULT","Thu Jan 26 23:10:55 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.0","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"118","format","Microsoft Excel Format","/home/petrov/taverna/tmp/880/880341.xls","CONFLICT","","","Microsoft Excel Worksheet","Microsoft Excel 4.0 Worksheet (xls)","","","","CONFLICT","","","application/vnd.ms-excel","application/vnd.ms-excel","","","","CONFLICT","fmt/57","CONFLICT","","","","4S","","SINGLE_RESULT","","","SINGLE_RESULT","/home/petrov/taverna/tmp/880/880341.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/880/880341.xls","SINGLE_RESULT","4bc554742e397efe4b1ef904bc68a92e","","","","SINGLE_RESULT","Fri Jan 27 17:59:10 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"119","format","Microsoft Excel Format","/home/petrov/taverna/tmp/880/880748.xls","CONFLICT","","","Microsoft Excel Worksheet","Microsoft Excel 4.0 Worksheet (xls)","","","","CONFLICT","","","application/vnd.ms-excel","application/vnd.ms-excel","","","","CONFLICT","fmt/57","CONFLICT","","","","4S","","SINGLE_RESULT","","","SINGLE_RESULT","/home/petrov/taverna/tmp/880/880748.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/880/880748.xls","SINGLE_RESULT","ac81b3ff6d7735240693909eb21be800","","","","SINGLE_RESULT","Fri Jan 27 17:58:38 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"120","format","Microsoft Excel Format","/home/petrov/taverna/tmp/879/879485.xls","CONFLICT","","","Microsoft Excel Worksheet","Microsoft Excel 4.0 Worksheet (xls)","","","","CONFLICT","","","application/vnd.ms-excel","application/vnd.ms-excel","","","","CONFLICT","fmt/57","CONFLICT","","","","4S","","SINGLE_RESULT","","","SINGLE_RESULT","/home/petrov/taverna/tmp/879/879485.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/879/879485.xls","SINGLE_RESULT","a911c18dea24cc3e7ac29ad8e6a7c59c","","","","SINGLE_RESULT","Fri Jan 27 16:39:20 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"121","format","Microsoft Excel Format","/home/petrov/taverna/tmp/890/890374.xls","CONFLICT","","","Microsoft Excel Worksheet","Microsoft Excel 4.0 Worksheet (xls)","","","","CONFLICT","","","application/vnd.ms-excel","application/vnd.ms-excel","","","","CONFLICT","fmt/57","CONFLICT","","","","4S","","SINGLE_RESULT","","","SINGLE_RESULT","/home/petrov/taverna/tmp/890/890374.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/890/890374.xls","SINGLE_RESULT","5b8d2bca048c3d1658e9229254e33cb2","","","","SINGLE_RESULT","Sat Jan 28 01:37:50 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"122","format","Microsoft Excel Format","/home/petrov/taverna/tmp/890/890608.xls","CONFLICT","","","Microsoft Excel Worksheet","Microsoft Excel 4.0 Worksheet (xls)","","","","CONFLICT","","","application/vnd.ms-excel","application/vnd.ms-excel","","","","CONFLICT","fmt/57","CONFLICT","","","","4S","","SINGLE_RESULT","","","SINGLE_RESULT","/home/petrov/taverna/tmp/890/890608.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/890/890608.xls","SINGLE_RESULT","150040e351ea758617e0dce34dfaabca","","","","SINGLE_RESULT","Sat Jan 28 01:36:30 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"123","format","Microsoft Excel Format","/home/petrov/taverna/tmp/861/861849.xls","CONFLICT","","","Microsoft Excel Worksheet","Microsoft Excel 4.0 Worksheet (xls)","","","","CONFLICT","","","application/vnd.ms-excel","application/vnd.ms-excel","","","","CONFLICT","fmt/57","CONFLICT","","","","4S","","SINGLE_RESULT","","","SINGLE_RESULT","/home/petrov/taverna/tmp/861/861849.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/861/861849.xls","SINGLE_RESULT","87b1d0c7e5d5f19eeb7bff7dfcbd3923","","","","SINGLE_RESULT","Thu Jan 26 23:10:16 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"124","format","Microsoft Excel Format","/home/petrov/taverna/tmp/861/861122.xls","CONFLICT","","","Microsoft Excel Worksheet","Microsoft Excel 4.0 Worksheet (xls)","","","","CONFLICT","","","application/vnd.ms-excel","application/vnd.ms-excel","","","","CONFLICT","fmt/57","CONFLICT","","","","4S","","SINGLE_RESULT","","","SINGLE_RESULT","/home/petrov/taverna/tmp/861/861122.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/861/861122.xls","SINGLE_RESULT","a49d4f6ca4c6da4bfc25c4aba8c03a36","","","","SINGLE_RESULT","Thu Jan 26 23:10:30 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"125","format","Microsoft Excel Format","/home/petrov/taverna/tmp/861/861822.xls","CONFLICT","","","Microsoft Excel Worksheet","Microsoft Excel 4.0 Worksheet (xls)","","","","CONFLICT","","","application/vnd.ms-excel","application/vnd.ms-excel","","","","CONFLICT","fmt/57","CONFLICT","","","","4S","","SINGLE_RESULT","","","SINGLE_RESULT","/home/petrov/taverna/tmp/861/861822.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/861/861822.xls","SINGLE_RESULT","452028009ba3b9e9aa4fdbc32444056b","","","","SINGLE_RESULT","Thu Jan 26 23:10:06 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"126","format","Microsoft Excel Format","/home/petrov/taverna/tmp/885/885485.xls","CONFLICT","","","Microsoft Excel Worksheet","Microsoft Excel 4.0 Worksheet (xls)","","","","CONFLICT","","","application/vnd.ms-excel","application/vnd.ms-excel","","","","CONFLICT","fmt/57","CONFLICT","","","","4S","","SINGLE_RESULT","","","SINGLE_RESULT","/home/petrov/taverna/tmp/885/885485.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/885/885485.xls","SINGLE_RESULT","d373b41547a61bcd016c8f81e05ab6e4","","","","SINGLE_RESULT","Fri Jan 27 21:51:30 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"127","format","Microsoft Excel Format","/home/petrov/taverna/tmp/885/885180.xls","CONFLICT","","","Microsoft Excel Worksheet","Microsoft Excel 4.0 Worksheet (xls)","","","","CONFLICT","","","application/vnd.ms-excel","application/vnd.ms-excel","","","","CONFLICT","fmt/57","CONFLICT","","","","4S","","SINGLE_RESULT","","","SINGLE_RESULT","/home/petrov/taverna/tmp/885/885180.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/885/885180.xls","SINGLE_RESULT","9f562d1d18d7605c57a68f1b298b049f","","","","SINGLE_RESULT","Fri Jan 27 21:51:33 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"128","format","Microsoft Excel Format","/home/petrov/taverna/tmp/873/873461.xls","CONFLICT","","","Microsoft Excel Worksheet","Microsoft Excel 4.0 Worksheet (xls)","","","","CONFLICT","","","application/vnd.ms-excel","application/vnd.ms-excel","","","","CONFLICT","fmt/57","CONFLICT","","","","4S","","SINGLE_RESULT","","","SINGLE_RESULT","/home/petrov/taverna/tmp/873/873461.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/873/873461.xls","SINGLE_RESULT","36c312eb69280d634207b7535df61970","","","","SINGLE_RESULT","Fri Jan 27 11:27:00 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"129","format","Hypertext Markup Language","/home/petrov/taverna/tmp/893/893403.html","CONFLICT","Hypertext Markup Language","XHTML","Extensible Markup Language","Extensible Markup Language","Hypertext Markup Language","Extensible Markup Language","","CONFLICT","text/html","text/xml","text/xml","text/xml","text/html","text/xml","","CONFLICT","fmt/101","CONFLICT","","1","","1","1","","SINGLE_RESULT","Sat Jan 28 04:48:08 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893403.html","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893403.html","SINGLE_RESULT","09ed0f4c55f62d83edbfc65c9f648de1","","","","SINGLE_RESULT","Sat Jan 28 04:48:08 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","SINGLE_RESULT","Attribute ""sid"" must be declared for element type ""input"". Line = 362 Column = 145","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"130","format","Hypertext Markup Language","/home/petrov/taverna/tmp/890/890722.html","CONFLICT","Hypertext Markup Language","XHTML","Extensible Markup Language","Extensible Markup Language","Hypertext Markup Language","Extensible Markup Language","","CONFLICT","text/html","text/xml","text/xml","text/xml","text/html","text/xml","","CONFLICT","fmt/101","CONFLICT","","1","","1","1","","SINGLE_RESULT","Sat Jan 28 01:37:59 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/890/890722.html","SINGLE_RESULT","/home/petrov/taverna/tmp/890/890722.html","SINGLE_RESULT","45292b109bfed028a0516389cdbd0f32","","","","SINGLE_RESULT","Sat Jan 28 01:37:59 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","SINGLE_RESULT","Attribute ""sid"" must be declared for element type ""input"". Line = 364 Column = 145","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"131","format","Hypertext Markup Language","/home/petrov/taverna/tmp/871/871385.html","CONFLICT","Hypertext Markup Language","XHTML","Extensible Markup Language","Extensible Markup Language","Hypertext Markup Language","Extensible Markup Language","","CONFLICT","text/html","text/xml","text/xml","text/xml","text/html","text/xml","","CONFLICT","fmt/101","CONFLICT","","1","","1","1","","SINGLE_RESULT","Fri Jan 27 09:17:30 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/871/871385.html","SINGLE_RESULT","/home/petrov/taverna/tmp/871/871385.html","SINGLE_RESULT","012d7bc0acef6ebda6401c98e7ede317","","","","SINGLE_RESULT","Fri Jan 27 09:17:30 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","SINGLE_RESULT","The content of element type ""tr"" is incomplete it must match ""(th|td)+"". Line = 228 Column = 25","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"132","format","Hypertext Markup Language","/home/petrov/taverna/tmp/871/871886.html","CONFLICT","Hypertext Markup Language","XHTML","Extensible Markup Language","Extensible Markup Language","Hypertext Markup Language","Extensible Markup Language","","CONFLICT","text/html","text/xml","text/xml","text/xml","text/html","text/xml","","CONFLICT","fmt/101","CONFLICT","","1","","1","1","","SINGLE_RESULT","Fri Jan 27 09:17:09 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/871/871886.html","SINGLE_RESULT","/home/petrov/taverna/tmp/871/871886.html","SINGLE_RESULT","ecaf499e5b9529b4dfedd851cb0585d4","","","","SINGLE_RESULT","Fri Jan 27 09:17:09 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","SINGLE_RESULT","Attribute ""sid"" must be declared for element type ""input"". Line = 363 Column = 145","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"133","format","Hypertext Markup Language","/home/petrov/taverna/tmp/885/885919.html","CONFLICT","Hypertext Markup Language","XHTML","Extensible Markup Language","Extensible Markup Language","Hypertext Markup Language","Extensible Markup Language","","CONFLICT","text/html","text/xml","text/xml","text/xml","text/html","text/xml","","CONFLICT","fmt/101","CONFLICT","","1","","1","1","","SINGLE_RESULT","Fri Jan 27 21:50:15 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/885/885919.html","SINGLE_RESULT","/home/petrov/taverna/tmp/885/885919.html","SINGLE_RESULT","c5036e79c52148ca2da4d6a66e37b112","","","","SINGLE_RESULT","Fri Jan 27 21:50:15 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","SINGLE_RESULT","Attribute ""sid"" must be declared for element type ""input"". Line = 375 Column = 145","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"134","format","Hypertext Markup Language","/home/petrov/taverna/tmp/890/890104.html","CONFLICT","Hypertext Markup Language","XHTML","Extensible Markup Language","Extensible Markup Language","Hypertext Markup Language","Extensible Markup Language","","CONFLICT","text/html","text/xml","text/xml","text/xml","text/html","text/xml","","CONFLICT","fmt/101","CONFLICT","","1","","1","1","","SINGLE_RESULT","Sat Jan 28 01:36:30 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/890/890104.html","SINGLE_RESULT","/home/petrov/taverna/tmp/890/890104.html","SINGLE_RESULT","221180ac05fd5b8d894aba8fe855caa2","","","","SINGLE_RESULT","Sat Jan 28 01:36:30 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"135","format","Hypertext Markup Language","/home/petrov/taverna/tmp/885/885122.html","CONFLICT","Hypertext Markup Language","XHTML","Extensible Markup Language","Extensible Markup Language","Hypertext Markup Language","Extensible Markup Language","","CONFLICT","text/html","text/xml","text/xml","text/xml","text/html","text/xml","","CONFLICT","fmt/101","CONFLICT","","1","","1","1","","SINGLE_RESULT","Fri Jan 27 21:50:47 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/885/885122.html","SINGLE_RESULT","/home/petrov/taverna/tmp/885/885122.html","SINGLE_RESULT","0b6498d34fefb856bffcb48c65e5d9d3","","","","SINGLE_RESULT","Fri Jan 27 21:50:47 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"136","format","Hypertext Markup Language","/home/petrov/taverna/tmp/877/877394.html","CONFLICT","Hypertext Markup Language","XHTML","Extensible Markup Language","Extensible Markup Language","Hypertext Markup Language","Extensible Markup Language","","CONFLICT","text/html","text/xml","text/xml","text/xml","text/html","text/xml","","CONFLICT","fmt/101","CONFLICT","","1","","1","1","","SINGLE_RESULT","Fri Jan 27 14:42:25 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/877/877394.html","SINGLE_RESULT","/home/petrov/taverna/tmp/877/877394.html","SINGLE_RESULT","4f0c54e1570d74d1c46e84ecc5778c33","","","","SINGLE_RESULT","Fri Jan 27 14:42:25 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"137","format","Hypertext Markup Language","/home/petrov/taverna/tmp/866/866002.html","CONFLICT","Hypertext Markup Language","XHTML","Extensible Markup Language","Extensible Markup Language","Hypertext Markup Language","Extensible Markup Language","","CONFLICT","text/html","text/xml","text/xml","text/xml","text/html","text/xml","","CONFLICT","fmt/101","CONFLICT","","1","","1","1","","SINGLE_RESULT","Fri Jan 27 02:51:28 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/866/866002.html","SINGLE_RESULT","/home/petrov/taverna/tmp/866/866002.html","SINGLE_RESULT","51420538f07917f9692eed03a5c54354","","","","SINGLE_RESULT","Fri Jan 27 02:51:28 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"138","format","Hypertext Markup Language","/home/petrov/taverna/tmp/881/881303.html","CONFLICT","Hypertext Markup Language","XHTML","Extensible Markup Language","Extensible Markup Language","Hypertext Markup Language","Extensible Markup Language","","CONFLICT","text/html","text/xml","text/xml","text/xml","text/html","text/xml","","CONFLICT","fmt/101","CONFLICT","","1","","1","1","","SINGLE_RESULT","Fri Jan 27 18:26:43 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/881/881303.html","SINGLE_RESULT","/home/petrov/taverna/tmp/881/881303.html","SINGLE_RESULT","eaa780e00a4ba903eb32e6964700da7d","","","","SINGLE_RESULT","Fri Jan 27 18:26:43 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"139","format","Microsoft Powerpoint Presentation","/home/petrov/taverna/tmp/893/893535.ppt","CONFLICT","PPT","","","Microsoft Powerpoint Presentation","","Microsoft Excel Format","","CONFLICT","application/vnd.ms-powerpoint","","","application/vnd.ms-powerpoint","","application/vnd.ms-excel","","CONFLICT","fmt/126","CONFLICT","","","","97-2002","","SINGLE_RESULT","SINGLE_RESULT","Sat Jan 28 04:48:46 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893535.ppt","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893535.ppt","SINGLE_RESULT","c29c38c22103e00914fdb38c5ad297c4","SINGLE_RESULT","Tue Feb 26 15:34:43 CET 2002","","SINGLE_RESULT","Sat Jan 28 04:48:46 CET 2012","","","","","","","","SINGLE_RESULT","2002","","","","","","","","CONFLICT","Document","SINGLE_RESULT","ppt","","","","","","","","","","","","","","","","","","","","","","","",""
"140","format","Microsoft Powerpoint Presentation","/home/petrov/taverna/tmp/893/893296.ppt","CONFLICT","PPT","","","Microsoft Powerpoint Presentation","","Microsoft Excel Format","","CONFLICT","application/vnd.ms-powerpoint","","","application/vnd.ms-powerpoint","","application/vnd.ms-excel","","CONFLICT","fmt/126","CONFLICT","","","","97-2002","","SINGLE_RESULT","SINGLE_RESULT","Sat Jan 28 04:48:15 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893296.ppt","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893296.ppt","SINGLE_RESULT","b7651ac92950af6a5b6589fdc0cf58d7","","","","SINGLE_RESULT","Sat Jan 28 04:48:15 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","Document","SINGLE_RESULT","ppt","","","","","","","","","","","","","","","","","","","","","","","",""
"141","format","Microsoft Powerpoint Presentation","/home/petrov/taverna/tmp/893/893758.ppt","CONFLICT","PPT","","","Microsoft Powerpoint Presentation","","Microsoft Excel Format","","CONFLICT","application/vnd.ms-powerpoint","","","application/vnd.ms-powerpoint","","application/vnd.ms-excel","","CONFLICT","fmt/126","CONFLICT","","","","97-2002","","SINGLE_RESULT","SINGLE_RESULT","Sat Jan 28 04:48:51 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893758.ppt","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893758.ppt","SINGLE_RESULT","ff29f780d68f5a5747cb1a145de579c5","","","","SINGLE_RESULT","Sat Jan 28 04:48:51 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","Document","SINGLE_RESULT","ppt","","","","","","","","","","","","","","","","","","","","","","","",""
"142","format","Microsoft Powerpoint Presentation","/home/petrov/taverna/tmp/893/893541.ppt","CONFLICT","PPT","","","Microsoft Powerpoint Presentation","","Microsoft Excel Format","","CONFLICT","application/vnd.ms-powerpoint","","","application/vnd.ms-powerpoint","","application/vnd.ms-excel","","CONFLICT","fmt/126","CONFLICT","","","","97-2002","","SINGLE_RESULT","SINGLE_RESULT","Sat Jan 28 04:48:58 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893541.ppt","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893541.ppt","SINGLE_RESULT","532ccb0ee45a3a44bee62d7c15cf680a","SINGLE_RESULT","Tue May 12 14:42:12 CEST 1998","","SINGLE_RESULT","Sat Jan 28 04:48:58 CET 2012","","","","","","","","SINGLE_RESULT","1998","","","","","","","","CONFLICT","Document","SINGLE_RESULT","ppt","","","","","","","","","","","","","","","","","","","","","","","",""
"143","format","Microsoft Powerpoint Presentation","/home/petrov/taverna/tmp/880/880779.ppt","CONFLICT","PPT","","","Microsoft Powerpoint Presentation","","Microsoft Excel Format","","CONFLICT","application/vnd.ms-powerpoint","","","application/vnd.ms-powerpoint","","application/vnd.ms-excel","","CONFLICT","fmt/126","CONFLICT","","","","97-2002","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 17:58:52 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/880/880779.ppt","SINGLE_RESULT","/home/petrov/taverna/tmp/880/880779.ppt","SINGLE_RESULT","de16e6ad1288a1c3952894f313f69a52","SINGLE_RESULT","Thu Jan 01 01:00:00 CET 1970","","SINGLE_RESULT","Fri Jan 27 17:58:52 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","Document","SINGLE_RESULT","ppt","","","","","","","","","","","","","","","","","","","","","","","",""
"144","format","Microsoft Powerpoint Presentation","/home/petrov/taverna/tmp/879/879232.ppt","CONFLICT","PPT","","","Microsoft Powerpoint Presentation","","Microsoft Excel Format","","CONFLICT","application/vnd.ms-powerpoint","","","application/vnd.ms-powerpoint","","application/vnd.ms-excel","","CONFLICT","fmt/126","CONFLICT","","","","97-2002","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 16:39:11 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/879/879232.ppt","SINGLE_RESULT","/home/petrov/taverna/tmp/879/879232.ppt","SINGLE_RESULT","aea5d316c3079b7fa7828632741cfafb","","","","SINGLE_RESULT","Fri Jan 27 16:39:11 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","Document","SINGLE_RESULT","ppt","","","","","","","","","","","","","","","","","","","","","","","",""
